open_time_brasilia,open,high,low,close,volume,close_time_brasilia,quote_volume,trades
2026-06-19 00:00:00,0.96200000,0.96200000,0.94100000,0.95200000,105692.45000000,2026-06-19 00:59:59,100310.07749000,607
2026-06-19 01:00:00,0.95100000,0.95400000,0.93400000,0.93700000,23495.34000000,2026-06-19 01:59:59,22173.25103000,349
2026-06-19 02:00:00,0.93800000,0.94700000,0.93800000,0.94500000,62769.84000000,2026-06-19 02:59:59,59144.61053000,274
2026-06-19 03:00:00,0.94600000,0.94900000,0.94200000,0.94600000,46140.08000000,2026-06-19 03:59:59,43587.22320000,216
2026-06-19 04:00:00,0.94500000,0.94600000,0.93600000,0.94100000,73886.57000000,2026-06-19 04:59:59,69432.86390000,454
2026-06-19 05:00:00,0.94200000,0.94500000,0.94000000,0.94200000,30091.26000000,2026-06-19 05:59:59,28373.71668000,221
2026-06-19 06:00:00,0.94300000,0.94300000,0.93700000,0.94000000,47511.91000000,2026-06-19 06:59:59,44618.60114000,341
2026-06-19 07:00:00,0.94000000,0.94100000,0.93600000,0.93900000,32740.27000000,2026-06-19 07:59:59,30724.37962000,162
2026-06-19 08:00:00,0.93800000,0.93900000,0.93400000,0.93600000,29299.74000000,2026-06-19 08:59:59,27451.83082000,291
2026-06-19 09:00:00,0.93600000,0.94400000,0.92900000,0.94400000,39592.89000000,2026-06-19 09:59:59,36998.62288000,370
2026-06-19 10:00:00,0.94400000,0.95400000,0.94000000,0.95100000,34040.19000000,2026-06-19 10:59:59,32201.56621000,298
2026-06-19 11:00:00,0.95000000,0.95200000,0.94500000,0.94500000,21442.77000000,2026-06-19 11:59:59,20336.17519000,219
2026-06-19 12:00:00,0.94500000,0.94900000,0.94400000,0.94700000,14978.15000000,2026-06-19 12:59:59,14194.79593000,111
2026-06-19 13:00:00,0.94700000,0.95100000,0.94300000,0.94300000,20507.10000000,2026-06-19 13:59:59,19432.08337000,167
2026-06-19 14:00:00,0.94300000,0.95200000,0.94100000,0.94900000,10989.97000000,2026-06-19 14:59:59,10407.80744000,155
2026-06-19 15:00:00,0.94800000,0.94800000,0.94000000,0.94300000,15907.99000000,2026-06-19 15:59:59,15022.01185000,152
2026-06-19 16:00:00,0.94300000,0.94500000,0.93900000,0.94100000,15636.75000000,2026-06-19 16:59:59,14721.20523000,226
2026-06-19 17:00:00,0.94100000,0.94600000,0.93700000,0.94600000,11248.01000000,2026-06-19 17:59:59,10587.21819000,102
2026-06-19 18:00:00,0.94500000,0.94700000,0.94100000,0.94100000,10276.55000000,2026-06-19 18:59:59,9698.33897000,81
2026-06-19 19:00:00,0.94100000,0.94700000,0.93900000,0.94700000,14997.05000000,2026-06-19 19:59:59,14142.60272000,121
2026-06-19 20:00:00,0.94700000,0.95600000,0.94500000,0.95200000,54085.97000000,2026-06-19 20:59:59,51385.54328000,307
2026-06-19 21:00:00,0.95300000,1.03000000,0.95200000,0.99000000,1620552.86000000,2026-06-19 21:59:59,1619780.49199000,9328
2026-06-19 22:00:00,0.99000000,1.10700000,0.98000000,1.10100000,2759530.94000000,2026-06-19 22:59:59,2904855.98430000,18397
2026-06-19 23:00:00,1.10100000,1.17100000,1.09400000,1.12800000,2172676.37000000,2026-06-19 23:59:59,2446541.00237000,16670
2026-06-20 00:00:00,1.12700000,1.17700000,1.11800000,1.13200000,1199432.34000000,2026-06-20 00:59:59,1372084.80651000,10187
2026-06-20 01:00:00,1.13200000,1.17900000,1.10400000,1.17400000,937703.95000000,2026-06-20 01:59:59,1061702.07620000,6595
2026-06-20 02:00:00,1.17400000,1.18800000,1.12600000,1.13000000,692606.94000000,2026-06-20 02:59:59,799000.27753000,5906
2026-06-20 03:00:00,1.12900000,1.17600000,1.11800000,1.14900000,551713.12000000,2026-06-20 03:59:59,629658.55888000,4940
2026-06-20 04:00:00,1.14800000,1.17300000,1.11600000,1.12300000,829162.72000000,2026-06-20 04:59:59,941475.81288000,6105
2026-06-20 05:00:00,1.12300000,1.15400000,1.11200000,1.13700000,614520.23000000,2026-06-20 05:59:59,696241.46845000,4412
2026-06-20 06:00:00,1.13800000,1.16000000,1.13000000,1.13900000,545899.34000000,2026-06-20 06:59:59,625191.04135000,4669
2026-06-20 07:00:00,1.13900000,1.16300000,1.12400000,1.14900000,576936.93000000,2026-06-20 07:59:59,658682.53877000,4463
2026-06-20 08:00:00,1.15000000,1.20500000,1.13500000,1.14900000,1215367.20000000,2026-06-20 08:59:59,1420480.11592000,9383
2026-06-20 09:00:00,1.14900000,1.15900000,1.13000000,1.13800000,498560.11000000,2026-06-20 09:59:59,569457.12555000,3572
2026-06-20 10:00:00,1.13800000,1.17200000,1.13300000,1.16100000,647645.95000000,2026-06-20 10:59:59,746622.68604000,4385
2026-06-20 11:00:00,1.16100000,1.16200000,1.11800000,1.13500000,535012.64000000,2026-06-20 11:59:59,607207.39053000,3427
2026-06-20 12:00:00,1.13500000,1.15600000,1.12500000,1.15300000,395018.28000000,2026-06-20 12:59:59,451031.75831000,2599
